gene,organ_system,evidence_sources,safetyome_scaled_score,tau_score_percentile,conservation_score_percentile,safetyome_scaled_score_percentile,median_tau_conservation_score,median_all_scores
NEUROD1,Metabolism and nutrition disorders,"Clinvar(2), DisGenet(3), Diseases(2), HPO(16), OpenTargets(6)",1.97,0.9539917978438643,0.3027798924387908,0.9653696147638081,0.6283858451413276,0.9539917978438643
KIF5A,Nervous system disorders,"Clinvar(3), DisGenet(6), Diseases(6), GWAS(2), HPO(48), OpenTargets(12)",3.86,0.8187237543282336,0.9539611011517399,0.9949394886147153,0.8863424277399867,0.9539611011517399
GRIA2,Nervous system disorders,"Clinvar(1), Diseases(1), DrugBank(20), HPO(19), OpenTargets(6), TTD(1)",2.93,0.8076606664865794,0.9538137570295425,0.9868863134122602,0.880737211758061,0.9538137570295425
ABCG8,Metabolism and nutrition disorders,"Clinvar(1), DisGenet(1), Diseases(1), GWAS(35), HPO(11), OpenTargets(6), PheGenI(1)",3.35,0.9536479948920704,0.3874904840254414,0.991181340186903,0.6705692394587559,0.9536479948920704
HRG,Metabolism and nutrition disorders,"DrugBank(1), GWAS(60)",2.36,0.9534883720930233,0.04897964195378306,0.9763981351270843,0.5012340070234031,0.9534883720930233
LRP1,Vascular disorders,"DisGenet(6), DrugBank(5), GWAS(13), HPO(1), OpenTargets(5), PheGenI(2)",2.24,0.2477284447827902,0.9534085606934997,0.9731872562399119,0.6005685027381449,0.9534085606934997
BMPR1A,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Clinvar(2), DisGenet(7), Diseases(1), HPO(42), OpenTargets(95)",5.12,0.4827791557181798,0.9531998231870533,0.9987080282363373,0.7179894894526165,0.9531998231870533
CHRNA1,Nervous system disorders,"Clinvar(4), DisGenet(5), Diseases(1), DrugBank(6), GWAS(2), HPO(42), OpenTargets(7), TTD(1)",3.85,0.953162987156504,0.855817637091427,0.9948494316016986,0.9044903121239656,0.953162987156504
MEIS2,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(1), HPO(22), OpenTargets(2)",1.68,0.5573721175806096,0.9886729206060755,0.9531010786059174,0.7730225190933425,0.9531010786059174
CRYGC,Eye disorders,"DisGenet(5), Diseases(1), HPO(15), OpenTargets(5)",1.68,0.9871994793841016,0.4893850838633629,0.9531010786059174,0.7382922816237323,0.9531010786059174
COPB2,Nervous system disorders,"Clinvar(1), DisGenet(1), Diseases(1), HPO(23)",1.68,0.02774367034208394,0.9643365830898062,0.9531010786059174,0.4960401267159451,0.9531010786059174
HRK,Nervous system disorders,"GWAS(42), OpenTargets(7), PheGenI(1)",2.41,0.9529419709732079,0.02708062179219567,0.9776450783842386,0.4900112963827018,0.9529419709732079
BSND,Metabolism and nutrition disorders,"Clinvar(2), DisGenet(1), Diseases(2), GWAS(4), HPO(17), OpenTargets(4)",2.14,0.9528007661894354,0.2783330468308735,0.970644877487825,0.6155669065101544,0.9528007661894354
RORA,Nervous system disorders,"Clinvar(1), DisGenet(2), Diseases(1), GWAS(5), HPO(21), OpenTargets(7)",2.47,0.5926057808010609,0.9527516514820363,0.9790444258172674,0.7726787161415486,0.9527516514820363
TANC2,Nervous system disorders,"Clinvar(1), DisGenet(1), GWAS(3), HPO(12), OpenTargets(7)",1.71,0.607739250018418,0.9525490533140148,0.9544692524575173,0.7801441516662164,0.9525490533140148
KAT5,"Congenital, familial and genetic disorders","GWAS(7), HPO(17), OpenTargets(6)",1.67,0.119717099285381,0.9712924535252081,0.9525260992151185,0.5455047764052946,0.9525260992151185
QRICH1,Nervous system disorders,"DisGenet(16), HPO(11), OpenTargets(3)",1.67,0.09522113897006458,0.9810294442670858,0.9525260992151185,0.5381252916185753,0.9525260992151185
SOX11,"Congenital, familial and genetic disorders","DisGenet(5), Diseases(1), HPO(27), OpenTargets(3)",2.13,0.9523894305149677,0.6215159254438741,0.9702777219732184,0.7869526779794209,0.9523894305149677
UFC1,Nervous system disorders,"Clinvar(1), DisGenet(1), GWAS(1), HPO(27), OpenTargets(3)",2.16,0.02803221924805383,0.9522973404385944,0.9711228724030675,0.4901647798433241,0.9522973404385944
KLF1,Blood and lymphatic system disorders,"Clinvar(3), DisGenet(1), Diseases(2), HPO(17), OpenTargets(5)",1.92,0.9520824635937232,0.2395876820313843,0.9635684745034742,0.5958350728125538,0.9520824635937232
ZMIZ1,Immune system disorders,"DisGenet(19), GWAS(6), HPO(1), OpenTargets(3), PheGenI(11)",2.47,0.2651089118636576,0.9518798654257017,0.9790444258172674,0.6084943886446796,0.9518798654257017
MIP,Eye disorders,"Clinvar(1), DisGenet(2), Diseases(1), HPO(4), OpenTargets(15)",1.66,0.9871994793841016,0.810454065469905,0.9518056431109849,0.8988267724270033,0.9518056431109849
KCNV2,Eye disorders,"Clinvar(1), DisGenet(4), Diseases(2), HPO(10), OpenTargets(6)",1.66,0.9871994793841016,0.3897804572579259,0.9518056431109849,0.6884899683210137,0.9518056431109849
LRIT3,Eye disorders,"Clinvar(1), DisGenet(1), Diseases(3), HPO(16), OpenTargets(2)",1.66,0.9530095036958818,0.2750178040814322,0.9518056431109849,0.6140136538886569,0.9518056431109849
HSPA9,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(1), GWAS(1), HPO(16), OpenTargets(4)",1.66,0.1098573217750055,0.9669949166277841,0.9518056431109849,0.5384261192013948,0.9518056431109849
DENND5A,Nervous system disorders,"Clinvar(1), DisGenet(1), Diseases(1), HPO(23), OpenTargets(2)",1.92,0.1624468947226247,0.9517202426266546,0.9635684745034742,0.5570835686746396,0.9517202426266546
GDF3,"Congenital, familial and genetic disorders","Clinvar(4), DisGenet(3), Diseases(3), HPO(22), OpenTargets(3)",2.25,0.9517018246113799,0.2536836030549348,0.9737414532430916,0.6026927138331574,0.9517018246113799
VCL,Cardiac disorders,"Clinvar(5), DisGenet(5), Diseases(2), HPO(12), OpenTargets(6)",2.02,0.3560570712899978,0.9516465705655559,0.9668451642847742,0.6538518209277768,0.9516465705655559
OTOF,Ear and labyrinth disorders,"Clinvar(4), DisGenet(5), Diseases(1), HPO(2), OpenTargets(11)",1.66,0.9516404312271309,0.8663650205053903,0.9518056431109849,0.9090027258662606,0.9516404312271309
KCTD1,Skin and subcutaneous tissue disorders,"Clinvar(1), DisGenet(1), Diseases(1), GWAS(1), HPO(17), OpenTargets(2)",1.76,0.5636956361582476,0.9515053657817834,0.9567068228578554,0.7576005009700155,0.9515053657817834
CLCN1,Musculoskeletal and connective tissue disorders,"Clinvar(5), DisGenet(15), Diseases(2), HPO(13), OpenTargets(12)",2.74,0.9513580216595859,0.6133751626924683,0.9842642688409663,0.7823665921760271,0.9513580216595859
SLC6A2,Psychiatric disorders,"Clinvar(1), DrugBank(39), HPO(1), TTD(1)",2.37,0.9512045381989637,0.7715674958866433,0.9765262931840696,0.8613860170428035,0.9512045381989637
CTCF,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(3), Diseases(1), HPO(2), OpenTargets(120)",4.52,0.0758024115321333,0.9511983988605388,0.9975996342299779,0.5135004051963361,0.9511983988605388
KLHL10,Reproductive system and breast disorders,"Clinvar(1), DisGenet(1), HPO(9), OpenTargets(2)",0.95,0.9510940301073156,0.9747304830431472,0.8975012642619135,0.9629122565752315,0.9510940301073156
TTPA,Nervous system disorders,"Clinvar(1), DisGenet(5), Diseases(1), HPO(22), OpenTargets(3)",2.11,0.9509528253235431,0.2108064634954937,0.9698170457143253,0.5808796444095184,0.9509528253235431
TP63,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(10), GWAS(9), HPO(5), OpenTargets(134), PheGenI(5)",5.36,0.7779401291716804,0.9507256698018222,0.9989678080815778,0.8643328994867513,0.9507256698018222
RGR,Eye disorders,"Clinvar(2), DisGenet(3), Diseases(1), GWAS(5), HPO(20), OpenTargets(5), PheGenI(1)",2.58,0.9506765550944231,0.3033569902507306,0.9813685894993522,0.6270167726725768,0.9506765550944231
FRMPD4,Nervous system disorders,"Clinvar(1), DisGenet(1), HPO(19), OpenTargets(4)",1.63,0.9684806365266079,0.6693843471427519,0.9506522205981172,0.8189324918346799,0.9506522205981172
LIN28B,Psychiatric disorders,"DisGenet(3), GWAS(12), HPO(1), OpenTargets(9)",1.63,0.9871994793841016,0.3900690061638958,0.9506522205981172,0.6886342427739987,0.9506522205981172
CSNK2A1,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(2), HPO(17), OpenTargets(5)",1.63,0.04068539574175487,0.9841666462022053,0.9506522205981172,0.5124260209719801,0.9506522205981172
SFTPA1,"Respiratory, thoracic and mediastinal disorders","Clinvar(1), Diseases(1), HPO(20), OpenTargets(3)",1.63,0.9576876795756489,0.03914442179710714,0.9506522205981172,0.4984160506863781,0.9506522205981172
ATP2B1,Vascular disorders,"DisGenet(6), Diseases(1), GWAS(16), HPO(4), OpenTargets(8), PheGenI(4)",2.56,0.4581235726038162,0.9504985142801011,0.9810810998039529,0.7043110434419586,0.9504985142801011
PUM1,Nervous system disorders,"Clinvar(2), DisGenet(2), Diseases(2), GWAS(1), HPO(35), OpenTargets(4)",2.85,0.07628741926769972,0.9503695881731784,0.9857363546306623,0.513328503720439,0.9503695881731784
CDH11,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GWAS(1), HPO(3), OpenTargets(117)",4.1,0.65847474276172,0.9501915473588566,0.9961898956031395,0.8043331450602883,0.9501915473588566
CMIP,Metabolism and nutrition disorders,"DisGenet(1), GWAS(24), OpenTargets(4)",1.62,0.4059576140075146,0.9732079271137742,0.9501326609076362,0.6895827705606444,0.9501326609076362
GNB4,Nervous system disorders,"Clinvar(2), DisGenet(1), Diseases(3), HPO(15), OpenTargets(3)",1.71,0.5200633579725449,0.9500380638982343,0.9544692524575173,0.7350507109353897,0.9500380638982343
SLC6A4,Psychiatric disorders,"Clinvar(2), DisGenet(1), Diseases(3), DrugBank(40), GWAS(1), HPO(8), OpenTargets(1), TTD(1)",3.49,0.9499091377913116,0.7713894550723214,0.9922966616558021,0.8606492964318164,0.9499091377913116
GLRB,Nervous system disorders,"Clinvar(3), DisGenet(2), Diseases(2), DrugBank(2), HPO(17), OpenTargets(1)",1.98,0.7147663367795486,0.9497433756538396,0.9658718557979398,0.832254856216694,0.9497433756538396
HOXA9,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Diseases(1), OpenTargets(56)",2.25,0.6716436236831119,0.9496083102084919,0.9737414532430916,0.8106259669458019,0.9496083102084919
DMC1,General disorders and administration site conditions,"DisGenet(1), OpenTargets(1)",0.08,0.9519289801331009,0.9495223594705434,0.4963041987350453,0.9507256698018222,0.9495223594705434
PROC,Vascular disorders,"DisGenet(3), DrugBank(4), HPO(12), OpenTargets(9)",1.77,0.9494548267478696,0.07140664521991111,0.9575692919440538,0.5104307359838903,0.9494548267478696
KCND3,Nervous system disorders,"Clinvar(2), DisGenet(1), Diseases(2), DrugBank(4), GWAS(1), HPO(31), OpenTargets(4)",2.93,0.6043196385157535,0.949375015348346,0.9868863134122602,0.7768473269320497,0.949375015348346
PDE6C,Eye disorders,"Clinvar(2), DisGenet(3), Diseases(2), HPO(20), OpenTargets(7)",2.21,0.9493565973330714,0.5867549912821395,0.9725118286422866,0.7680557943076054,0.9493565973330714
NLGN3,Psychiatric disorders,"Clinvar(1), DisGenet(4), Diseases(2), HPO(10), OpenTargets(5)",1.6,0.7134156823260726,0.9800103140885538,0.9492979016715967,0.8467129982073132,0.9492979016715967
AQP2,Metabolism and nutrition disorders,"Clinvar(2), DisGenet(4), Diseases(2), HPO(12), OpenTargets(2)",1.6,0.9551030180987696,0.6390130399548145,0.9492979016715967,0.7970580290267921,0.9492979016715967
DSG4,Skin and subcutaneous tissue disorders,"Clinvar(1), DisGenet(1), Diseases(3), HPO(15), OpenTargets(2)",1.6,0.9871994793841016,0.1053571867095602,0.9492979016715967,0.5462783330468308,0.9492979016715967
HNRNPH2,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(1), GWAS(1), HPO(16), OpenTargets(3)",1.6,0.01145600550084723,0.9845902605535227,0.9492979016715967,0.498023133027185,0.9492979016715967
CRYGD,Eye disorders,"Clinvar(1), DisGenet(3), Diseases(1), HPO(9), OpenTargets(8)",1.6,0.9518430293951524,0.03991797843864345,0.9492979016715967,0.4958805039168979,0.9492979016715967
ABCA4,Eye disorders,"Clinvar(7), DisGenet(27), Diseases(6), HPO(37), OpenTargets(27), TTD(1)",4.53,0.9492276712261487,0.1225166376071315,0.9976273440801369,0.53587215441664,0.9492276712261487
SUFU,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Clinvar(5), DisGenet(5), Diseases(5), GWAS(1), HPO(22), OpenTargets(120)",5.49,0.3311436359617888,0.9491539991650499,0.9990751837509438,0.6401488175634193,0.9491539991650499
USH2A,Eye disorders,"Clinvar(3), DisGenet(21), Diseases(4), GWAS(1), HPO(27), OpenTargets(17), TTD(1)",3.91,0.9490680484271015,0.2998575673485425,0.9952373695039244,0.624462807887822,0.9490680484271015
TECRL,Cardiac disorders,"Clinvar(1), DisGenet(2), Diseases(1), HPO(15), OpenTargets(3)",1.6,0.9488838682743548,0.4079958743645785,0.9492979016715967,0.6784398713194666,0.9488838682743548
SOX5,Musculoskeletal and connective tissue disorders,"DisGenet(6), GWAS(7), HPO(17), OpenTargets(15)",2.48,0.7272476117973528,0.9485830406915351,0.9794496823758425,0.8379153262444439,0.9485830406915351
SOX5,Psychiatric disorders,"DisGenet(5), GWAS(11), HPO(11), OpenTargets(18)",2.48,0.7272476117973528,0.9485830406915351,0.9794496823758425,0.8379153262444439,0.9485830406915351
HOOK3,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(1), OpenTargets(59)",2.33,0.5543208663834385,0.9484049998772133,0.9754109717151704,0.7513629331303259,0.9484049998772133
SOST,Musculoskeletal and connective tissue disorders,"Diseases(2), DrugBank(3), GWAS(3), HPO(26), OpenTargets(4), TTD(1)",2.56,0.9483190491392648,0.7331352373468235,0.9810810998039529,0.8407271432430441,0.9483190491392648
JUP,Cardiac disorders,"Clinvar(4), DisGenet(3), Diseases(2), HPO(20), OpenTargets(9)",2.38,0.4886913386213502,0.9482699344318656,0.977007751830582,0.7184806365266079,0.9482699344318656
MB21D2,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",OpenTargets(56),1.58,0.5339014267822499,0.9778738243166917,0.9482449273655553,0.7558876255494709,0.9482449273655553
SI,Gastrointestinal disorders,"Clinvar(1), DisGenet(1), Diseases(1), DrugBank(2), HPO(14), OpenTargets(1)",1.58,0.949602170870067,0.3787173694162717,0.9482449273655553,0.6641597701431694,0.9482449273655553
KCNK9,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(1), Diseases(1), GWAS(1), HPO(13), OpenTargets(3)",1.58,0.9601188575919058,0.2064045578448466,0.9482449273655553,0.5832617077183763,0.9482449273655553
MC2R,Endocrine disorders,"Clinvar(1), DisGenet(1), Diseases(2), HPO(13), OpenTargets(2), TTD(1)",1.58,0.9675904324549987,0.1730740895361116,0.9482449273655553,0.5703322609955551,0.9482449273655553
MC2R,Metabolism and nutrition disorders,"Clinvar(1), DisGenet(1), Diseases(1), HPO(15), OpenTargets(1), TTD(1)",1.58,0.9675904324549987,0.1730740895361116,0.9482449273655553,0.5703322609955551,0.9482449273655553
HAVCR1,"Congenital, familial and genetic disorders","Diseases(1), GWAS(26), OpenTargets(1)",1.58,0.9607266520959702,0.003898479899805997,0.9482449273655553,0.4823125659978881,0.9482449273655553
PLG,"Congenital, familial and genetic disorders","Clinvar(2), DisGenet(2), Diseases(3), GWAS(14), HPO(12), OpenTargets(3)",2.43,0.9479875248643206,0.08821001448883868,0.9782512313564664,0.5180987696765796,0.9479875248643206
MAPK1,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(3), DrugBank(4), HPO(1), OpenTargets(88)",3.92,0.0925198300631124,0.9478279020652735,0.9952858617417026,0.5201738660641929,0.9478279020652735
GNA11,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(3), Diseases(1), HPO(8), OpenTargets(107)",4.39,0.1276245671766411,0.9475823285282778,0.997242869909181,0.5376034478524594,0.9475823285282778
TFAP2B,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(4), Diseases(1), GWAS(1), HPO(15), OpenTargets(9)",2.19,0.8586171754131775,0.9473551730065568,0.9719056756700588,0.9029861742098672,0.9473551730065568
UGT1A7,Hepatobiliary disorders,"DisGenet(10), GWAS(12), OpenTargets(8), PheGenI(1)",1.91,0.947349033668132,0.07579627219370841,0.9627094691485456,0.5115726529309201,0.947349033668132
UGT1A7,Metabolism and nutrition disorders,"DisGenet(9), GWAS(10), OpenTargets(9), PheGenI(3)",1.91,0.947349033668132,0.07579627219370841,0.9627094691485456,0.5115726529309201,0.947349033668132
TNPO2,Nervous system disorders,"Clinvar(1), DisGenet(1), HPO(16), OpenTargets(6)",1.57,0.1153950050342575,0.9934431865622161,0.9473443572353882,0.5544190957982368,0.9473443572353882
GABRA2,Nervous system disorders,"Clinvar(1), DisGenet(2), Diseases(1), DrugBank(10), GWAS(3), HPO(41), OpenTargets(7), PheGenI(1)",3.79,0.9469868127010633,0.945930846491982,0.9944961310121716,0.9464588295965226,0.9469868127010633
NFIX,"Congenital, familial and genetic disorders","Clinvar(2), DisGenet(9), Diseases(2), HPO(61), OpenTargets(13)",3.94,0.2929262542668402,0.9467412391640677,0.995410556067418,0.619833746715454,0.9467412391640677
SLC6A3,Nervous system disorders,"Clinvar(2), DisGenet(7), Diseases(5), DrugBank(11), GWAS(1), HPO(22), OpenTargets(6)",3.27,0.946612313057145,0.694408290562609,0.99044356542642,0.8205103018098769,0.946612313057145
CTNND1,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","HPO(1), OpenTargets(69)",2.58,0.09152525723828,0.9464281329043982,0.9813685894993522,0.5189766950713391,0.9464281329043982
ALOXE3,Skin and subcutaneous tissue disorders,"Clinvar(3), DisGenet(3), Diseases(1), HPO(25), OpenTargets(5)",2.34,0.9464158542275485,0.6147196778075195,0.9759582412558104,0.780567766017534,0.9464158542275485
LGI1,Nervous system disorders,"Clinvar(1), DisGenet(1), Diseases(5), HPO(23)",1.87,0.8884175241276,0.9462992067974755,0.9610884429142449,0.9173583654625377,0.9462992067974755
CNNM2,Psychiatric disorders,"Clinvar(1), DisGenet(7), GWAS(13), HPO(6), OpenTargets(11), PheGenI(5)",2.73,0.6355811497753002,0.9460966086294541,0.9840010252644559,0.7908388792023772,0.9460966086294541
AGXT,Renal and urinary disorders,"Clinvar(2), DisGenet(4), Diseases(1), DrugBank(1), GWAS(1), HPO(11), OpenTargets(5)",1.97,0.9460229365683553,0.1145232189779229,0.9653696147638081,0.5302730777731391,0.9460229365683553
PTF1A,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(1), Diseases(1), HPO(15), OpenTargets(3)",1.54,0.9586024410009577,0.7010080793693672,0.9460177481590268,0.8298052601851624,0.9460177481590268
NTN1,"Congenital, familial and genetic disorders","DisGenet(3), GWAS(7), HPO(4), OpenTargets(4), PheGenI(3)",1.54,0.6260160605093195,0.9850814076275141,0.9460177481590268,0.8055487340684168,0.9460177481590268
POU3F4,Ear and labyrinth disorders,"Clinvar(3), DisGenet(2), Diseases(1), HPO(7), OpenTargets(8)",1.54,0.9871994793841016,0.5550453083175757,0.9460177481590268,0.7711223938508387,0.9460177481590268
KCNK4,Nervous system disorders,"Clinvar(1), DisGenet(1), Diseases(1), HPO(15), OpenTargets(3)",1.54,0.9871994793841016,0.3818177353208418,0.9460177481590268,0.6845086073524718,0.9460177481590268
KAT7,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",OpenTargets(54),1.54,0.3703555904815697,0.9570184916873358,0.9460177481590268,0.6636870410844528,0.9460177481590268
AKR1D1,Hepatobiliary disorders,"Clinvar(1), DisGenet(1), Diseases(2), HPO(13), OpenTargets(4)",1.54,0.9564229758601213,0.1165737580118366,0.9460177481590268,0.536498366935979,0.9460177481590268
RAG1,Immune system disorders,"Clinvar(3), DisGenet(8), Diseases(2), HPO(16), OpenTargets(10)",2.42,0.9457405270008103,0.6171385771469267,0.9779810603174164,0.7814395520738685,0.9457405270008103
VPS11,Nervous system disorders,"Clinvar(1), DisGenet(17), Diseases(2), GWAS(1), HPO(33), OpenTargets(1)",3.18,0.06757569804277891,0.9455256501559391,0.9895083579835542,0.506550674099359,0.9455256501559391
GJB4,Skin and subcutaneous tissue disorders,"Clinvar(1), DisGenet(2), Diseases(2), HPO(19), OpenTargets(2)",1.82,0.9453476093416173,0.5780555487340684,0.9591245072842268,0.7617015790378429,0.9453476093416173
CRYAB,Musculoskeletal and connective tissue disorders,"Clinvar(3), DisGenet(2), Diseases(2), HPO(26), OpenTargets(3)",2.29,0.4423884482208197,0.9452984946342182,0.9746939793423067,0.693843471427519,0.9452984946342182
TLX1,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Diseases(2), OpenTargets(56)",2.28,0.945255519265244,0.8907627514059085,0.9741571009954764,0.9180091353355763,0.945255519265244
ANO3,Nervous system disorders,"Clinvar(1), DisGenet(4), Diseases(2), GWAS(5), HPO(14), OpenTargets(5), PheGenI(2)",2.39,0.9451572898504457,0.735818128238501,0.9774199358516968,0.8404877090444733,0.9451572898504457
RYR2,Cardiac disorders,"Clinvar(4), DisGenet(8), Diseases(5), DrugBank(2), HPO(21), OpenTargets(18)",3.28,0.7859458264777388,0.9451143144814714,0.9905959696022943,0.8655300704796052,0.9451143144814714
WNT5A,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(2), Diseases(1), HPO(50), OpenTargets(3)",3.09,0.6939294221654675,0.9449669703592741,0.9887047723289436,0.8194481962623708,0.9449669703592741
CRB1,Eye disorders,"Clinvar(5), DisGenet(9), Diseases(3), HPO(38), OpenTargets(12), PheGenI(1)",3.6,0.9448810196213256,0.3228309717344859,0.9932699701426364,0.6338559956779057,0.9448810196213256
LRP6,"Congenital, familial and genetic disorders","Clinvar(2), DisGenet(5), HPO(10), OpenTargets(6)",1.52,0.4183836349794946,0.9679894894526165,0.9444486778937743,0.6931865622160556,0.9444486778937743
LRP6,Gastrointestinal disorders,"Clinvar(1), DisGenet(4), HPO(16), OpenTargets(2)",1.52,0.4183836349794946,0.9679894894526165,0.9444486778937743,0.6931865622160556,0.9444486778937743
PTH,Metabolism and nutrition disorders,"Clinvar(1), DisGenet(2), Diseases(3), DrugBank(1), HPO(7), OpenTargets(5)",1.52,0.9871994793841016,0.2127649124530341,0.9444486778937743,0.5999821959185678,0.9444486778937743
TUBGCP4,Nervous system disorders,"Clinvar(3), DisGenet(2), Diseases(1), GWAS(1), HPO(11), OpenTargets(1)",1.52,0.1612067483607967,0.969831290980084,0.9444486778937743,0.5655190196704404,0.9444486778937743
KRT71,Skin and subcutaneous tissue disorders,"Clinvar(1), DisGenet(1), Diseases(1), GWAS(1), HPO(12), OpenTargets(3)",1.52,0.9633297315881241,0.1156467179096781,0.9444486778937743,0.539488224748901,0.9444486778937743
CCDC47,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(1), HPO(20), OpenTargets(1)",1.52,0.02164730728616684,0.9599469561160089,0.9444486778937743,0.4907971317010879,0.9444486778937743
VPS33A,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(1), Diseases(1), HPO(19), OpenTargets(1)",1.66,0.4452309619115444,0.9444328479163085,0.9518056431109849,0.6948319049139264,0.9444328479163085
CSMD1,Psychiatric disorders,"DisGenet(7), GWAS(6), OpenTargets(6), PheGenI(7)",1.68,0.9443591758552099,0.8200498514280101,0.9531010786059174,0.88220451364161,0.9443591758552099
ARHGAP5,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(1), OpenTargets(72)",2.66,0.1653814984897228,0.9441442990103387,0.9829134136457157,0.5547628987500307,0.9441442990103387
CAMK2B,Nervous system disorders,"Clinvar(1), DisGenet(13), HPO(25), OpenTargets(8)",2.56,0.8015520247538125,0.9439601188575919,0.9810810998039529,0.8727560718057021,0.9439601188575919
SRY,"Congenital, familial and genetic disorders","Clinvar(3), DisGenet(2), Diseases(4), HPO(43), OpenTargets(5)",3.09,0.9438680287812186,0.008490705041624715,0.9887047723289436,0.4761793669114217,0.9438680287812186
LMX1A,Ear and labyrinth disorders,"Clinvar(4), DisGenet(1), Diseases(1), GWAS(5), HPO(2), OpenTargets(6)",1.52,0.9427752265415879,0.9438311927506692,0.9444486778937743,0.9433032096461285,0.9438311927506692
LOXHD1,Ear and labyrinth disorders,"Clinvar(4), DisGenet(2), Diseases(1), GWAS(2), HPO(3), OpenTargets(8)",1.58,0.943726823997446,0.4084379067311706,0.9482449273655553,0.6760823653643083,0.943726823997446
HERC1,Musculoskeletal and connective tissue disorders,"Clinvar(1), DisGenet(3), HPO(24), OpenTargets(1)",1.82,0.1072358242675769,0.9436592912747722,0.9591245072842268,0.5254475577711746,0.9436592912747722
HCN4,Cardiac disorders,"Clinvar(5), DisGenet(5), Diseases(3), GWAS(3), HPO(27), OpenTargets(9), PheGenI(1)",3.24,0.943554922521549,0.7638196507944304,0.990114510955782,0.8536872866579897,0.943554922521549
SMARCB1,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Clinvar(5), DisGenet(11), Diseases(4), HPO(26), OpenTargets(160)",5.93,0.1584256280543209,0.9434505537683259,0.9994388755342806,0.5509380909113234,0.9434505537683259
TNR,Nervous system disorders,"Clinvar(1), HPO(24), OpenTargets(1)",1.49,0.9440030942265661,0.8022089339652759,0.9434268771691617,0.873106014095921,0.9434268771691617
HTR2C,Psychiatric disorders,DrugBank(52),1.49,0.9711696667567103,0.13785270499251,0.9434268771691617,0.5545111858746101,0.9434268771691617
ALX4,"Congenital, familial and genetic disorders","Clinvar(3), DisGenet(5), Diseases(3), HPO(41), OpenTargets(4)",3.06,0.9433768817072272,0.7863939981827558,0.9883895727833851,0.8648854399449915,0.9433768817072272
CAMK2A,Nervous system disorders,"Clinvar(2), DisGenet(7), HPO(24), OpenTargets(4)",2.17,0.8392168659905208,0.9432172589081801,0.9715419838867221,0.8912170624493505,0.9432172589081801
ZNF804A,Psychiatric disorders,"DisGenet(3), GWAS(17), OpenTargets(11), PheGenI(1)",1.96,0.9432111195697551,0.06108641732766877,0.9648223452231682,0.5021487684487119,0.9432111195697551
SPTAN1,Nervous system disorders,"Clinvar(3), DisGenet(6), Diseases(4), HPO(75), OpenTargets(11)",4.22,0.1946722821148793,0.9430453574322831,0.9967233102187,0.5688588197735812,0.9430453574322831
CFC1,"Congenital, familial and genetic disorders","Clinvar(2), DisGenet(1), Diseases(2), HPO(16), OpenTargets(1)",1.6,0.9428366199258368,0.01488789568036148,0.9492979016715967,0.4788622578030992,0.9428366199258368
ERBB4,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(9), DrugBank(3), GWAS(2), HPO(1), OpenTargets(195), PheGenI(1), TTD(1)",6.38,0.7961125709093588,0.9428059232337124,0.9996848004544415,0.8694592470715357,0.9428059232337124
TRPM8,Nervous system disorders,"DisGenet(3), DrugBank(11), GWAS(4), OpenTargets(3), PheGenI(2)",1.66,0.9426463004346651,0.8393335134205938,0.9518056431109849,0.8909899069276295,0.9426463004346651
PLCB4,"Congenital, familial and genetic disorders","Clinvar(3), DisGenet(4), HPO(24), OpenTargets(4)",2.09,0.5260860489673633,0.9426033250656909,0.9690654160287628,0.7343446870165271,0.9426033250656909
MYO3A,Ear and labyrinth disorders,"Clinvar(5), DisGenet(2), Diseases(1), HPO(3), OpenTargets(9)",1.48,0.9657363522506814,0.4696655288426119,0.9425747992767729,0.7177009405466467,0.9425747992767729
