gene,organ_system,evidence_sources,safetyome_scaled_score,tau_score_percentile,conservation_score_percentile,safetyome_scaled_score_percentile,median_tau_conservation_score,median_all_scores
PRKG1,Vascular disorders,"Clinvar(2), DisGenet(2), Diseases(2), HPO(21), OpenTargets(3)",2.02,0.6769173153900936,0.9864750374499643,0.9668451642847742,0.831696176420029,0.9668451642847742
CNGB1,Eye disorders,"Clinvar(2), DisGenet(3), Diseases(1), HPO(20), OpenTargets(4)",2.02,0.9871994793841016,0.2492816974042877,0.9668451642847742,0.6182405883941946,0.9668451642847742
SRP54,Blood and lymphatic system disorders,"Clinvar(3), DisGenet(1), Diseases(1), HPO(22), OpenTargets(3)",2.02,0.1681073647503745,0.995874364578473,0.9668451642847742,0.5819908646644237,0.9668451642847742
ZIC2,"Congenital, familial and genetic disorders","Clinvar(2), DisGenet(6), Diseases(2), HPO(47), OpenTargets(11)",3.43,0.9462378134132265,0.9668291544903121,0.9918498403219884,0.9565334839517694,0.9668291544903121
KCNA1,Nervous system disorders,"Clinvar(2), DisGenet(3), Diseases(4), DrugBank(3), HPO(63), OpenTargets(12)",4.12,0.9571903931632327,0.9665713022764667,0.9962938075412358,0.9618808477198497,0.9665713022764667
CHRND,Nervous system disorders,"Clinvar(3), DisGenet(6), Diseases(1), HPO(31), OpenTargets(7)",2.78,0.9664485155079688,0.6460241644360404,0.9849050591258928,0.8062363399720046,0.9664485155079688
MTOR,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(23), Diseases(7), DrugBank(8), GWAS(1), HPO(2), OpenTargets(186)",6.38,0.3371663269566071,0.9663502860931706,0.9996848004544415,0.6517583065248889,0.9663502860931706
UMOD,Renal and urinary disorders,"Clinvar(1), DisGenet(6), Diseases(2), GWAS(7), HPO(5), OpenTargets(6), PheGenI(1)",2.14,0.9662827533704968,0.2831217308022888,0.970644877487825,0.6247022420863928,0.9662827533704968
ABI1,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",OpenTargets(76),1.99,0.1282814763881044,0.9780518651310135,0.96613856310572,0.5531666707595589,0.96613856310572
U2AF1,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(10), Diseases(1), OpenTargets(109)",4.08,0.8502492571400506,0.9660371798335011,0.9960755924712337,0.9081432184867759,0.9660371798335011
GRK1,Eye disorders,"Clinvar(2), DisGenet(1), Diseases(1), GWAS(1), HPO(20), OpenTargets(2)",1.98,0.9871994793841016,0.5613197121878146,0.9658718557979398,0.7742595957859582,0.9658718557979398
DUSP6,"Congenital, familial and genetic disorders","Clinvar(2), DisGenet(1), Diseases(2), GWAS(1), HPO(20), OpenTargets(1)",1.98,0.3275582623216522,0.9766705139854129,0.9658718557979398,0.6521143881535325,0.9658718557979398
APOA5,Metabolism and nutrition disorders,"Clinvar(3), DisGenet(5), GWAS(31), HPO(7), OpenTargets(6), PheGenI(2)",3.15,0.9656258441590334,0.2446587755703445,0.989213940825615,0.605142309864689,0.9656258441590334
CACNA1S,Nervous system disorders,"Clinvar(3), DisGenet(3), Diseases(1), DrugBank(4), HPO(23), OpenTargets(3)",2.47,0.9654539426831364,0.6963912968738488,0.9790444258172674,0.8309226197784927,0.9654539426831364
KCNJ13,Eye disorders,"Clinvar(3), DisGenet(3), Diseases(2), HPO(19), OpenTargets(2)",1.97,0.9676948012082218,0.843839787824464,0.9653696147638081,0.9057672945163429,0.9653696147638081
HCRT,Psychiatric disorders,"Clinvar(1), DisGenet(1), DrugBank(1), HPO(25), OpenTargets(1)",1.97,0.9871994793841016,0.5240907639792736,0.9653696147638081,0.7556451216816875,0.9653696147638081
ROS1,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(5), Diseases(2), DrugBank(2), GWAS(1), OpenTargets(162), TTD(1)",5.71,0.9652329264998404,0.4148166793546327,0.9992795438958664,0.6900248029272366,0.9652329264998404
SCN8A,Nervous system disorders,"Clinvar(5), DisGenet(49), Diseases(4), DrugBank(3), HPO(85), OpenTargets(30), TTD(1)",5.93,0.8749293976081137,0.9648461481790722,0.9994388755342806,0.919887772893593,0.9648461481790722
RPL27,"Congenital, familial and genetic disorders","Clinvar(2), Diseases(1), HPO(27), OpenTargets(2)",1.96,0.03515385182092778,0.9986677635617985,0.9648223452231682,0.5169108076913631,0.9648223452231682
GBX2,"Congenital, familial and genetic disorders","GWAS(1), OpenTargets(1)",0.08,0.9871994793841016,0.9647356400874242,0.4963041987350453,0.9759675597357629,0.9647356400874242
KRT74,Skin and subcutaneous tissue disorders,"Clinvar(4), DisGenet(3), Diseases(1), GWAS(1), HPO(35), OpenTargets(4)",2.93,0.9646128533189263,0.03316470617126299,0.9868863134122602,0.4988887797450947,0.9646128533189263
CNBD1,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",OpenTargets(74),1.95,0.9871994793841016,0.04768424154613099,0.9645244643339591,0.5174418604651163,0.9645244643339591
NPRL2,Nervous system disorders,"Clinvar(2), DisGenet(1), Diseases(2), GWAS(1), HPO(20), OpenTargets(2)",2.04,0.128698951400997,0.9644225338277547,0.9676452862081149,0.5465607426143758,0.9644225338277547
OPRD1,Psychiatric disorders,"DisGenet(1), Diseases(1), DrugBank(21), GWAS(1), OpenTargets(1), TTD(1)",1.93,0.9871994793841016,0.8501264703715528,0.9642092647884006,0.9186629748778272,0.9642092647884006
KCNH1,"Congenital, familial and genetic disorders","Clinvar(2), DisGenet(4), HPO(41), OpenTargets(4)",2.7,0.9640050588148621,0.9043306893249183,0.9836130873622301,0.9341678740698902,0.9640050588148621
CUL3,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GWAS(1), OpenTargets(67)",2.53,0.5312062572137226,0.9638945507232141,0.9803779623561686,0.7475504039684684,0.9638945507232141
TUBG1,Nervous system disorders,"Clinvar(1), DisGenet(1), Diseases(1), HPO(23), OpenTargets(2)",1.92,0.5303590285110876,0.9777203408560694,0.9635684745034742,0.7540396846835785,0.9635684745034742
ZFP36L1,Immune system disorders,"DisGenet(9), Diseases(1), GWAS(8), OpenTargets(7), PheGenI(3)",1.92,0.1322781857027087,0.9637165099088922,0.9635684745034742,0.5479973478058004,0.9635684745034742
MYH3,Musculoskeletal and connective tissue disorders,"Clinvar(5), DisGenet(13), Diseases(4), HPO(72), OpenTargets(13)",4.39,0.6146521450848457,0.9635139117408708,0.997242869909181,0.7890830284128583,0.9635139117408708
CHD4,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",OpenTargets(121),2.73,0.03164215024188993,0.9632744775423,0.9840010252644559,0.4974583138920949,0.9632744775423
IMPG1,Eye disorders,"Clinvar(4), DisGenet(2), Diseases(1), GWAS(1), HPO(31), OpenTargets(7)",2.85,0.9631516907738022,0.2211144127108863,0.9857363546306623,0.5921330517423442,0.9631516907738022
DYRK1A,Nervous system disorders,"Clinvar(1), DisGenet(27), Diseases(2), GWAS(3), HPO(45), OpenTargets(10)",4.14,0.1117114019793227,0.9630411826821542,0.9964254293294909,0.5373762923307385,0.9630411826821542
KISS1R,Reproductive system and breast disorders,"Clinvar(2), DisGenet(2), Diseases(1), HPO(20), OpenTargets(5), TTD(1)",2.19,0.9628385845141327,0.1083409051840574,0.9719056756700588,0.535589744849095,0.9628385845141327
OPRK1,Psychiatric disorders,"DrugBank(27), GWAS(1), OpenTargets(2), TTD(1)",1.91,0.9871994793841016,0.7308821001448884,0.9627094691485456,0.8590407897644949,0.9627094691485456
KPNA3,Nervous system disorders,"Clinvar(1), Diseases(2), HPO(27), OpenTargets(1)",1.91,0.4311964342722428,0.9795130276761376,0.9627094691485456,0.7053547309741902,0.9627094691485456
RPL15,"Congenital, familial and genetic disorders","Clinvar(2), Diseases(1), HPO(26), OpenTargets(2)",1.91,0.1067569558704354,0.9986677635617985,0.9627094691485456,0.552712359716117,0.9627094691485456
HMGA2,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Diseases(1), GWAS(2), HPO(1), OpenTargets(84)",3.74,0.9626666830382358,0.131302030893151,0.9941947863916926,0.5469843569656934,0.9626666830382358
FSHR,Reproductive system and breast disorders,"Clinvar(1), DisGenet(6), Diseases(1), DrugBank(9), GWAS(2), HPO(14), OpenTargets(6), PheGenI(3), TTD(1)",3.03,0.9624456668549397,0.6523354043368287,0.9879669975684606,0.8073905355958841,0.9624456668549397
PCNA,Nervous system disorders,"Clinvar(1), DisGenet(1), Diseases(1), DrugBank(8), HPO(15), OpenTargets(1)",1.98,0.1656761867341175,0.962316740748017,0.9658718557979398,0.5639964637410673,0.962316740748017
ZNF479,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",OpenTargets(71),1.89,0.9871994793841016,0.01070086687458559,0.9622245467707633,0.4989501731293436,0.9622245467707633
INS,Metabolism and nutrition disorders,"Clinvar(5), DisGenet(9), Diseases(10), DrugBank(4), GWAS(3), HPO(23), OpenTargets(23), PheGenI(1)",4.14,0.9622185113332188,0.145821566268019,0.9964254293294909,0.5540200388006189,0.9622185113332188
SOS1,"Congenital, familial and genetic disorders","Clinvar(5), DisGenet(31), Diseases(3), HPO(31), OpenTargets(7)",3.69,0.2332580241153213,0.9620834458878711,0.993855340727245,0.5976707350015962,0.9620834458878711
GRIN2A,Nervous system disorders,"Clinvar(2), DisGenet(1), Diseases(2), DrugBank(3), GWAS(3), HPO(75), OpenTargets(29)",4.89,0.9619361017656737,0.8636330149063137,0.9983200903341115,0.9127845583359937,0.9619361017656737
CLDN16,Renal and urinary disorders,"Clinvar(1), DisGenet(9), HPO(20), OpenTargets(5)",2.09,0.9617335035976523,0.717572014439724,0.9690654160287628,0.8396527590186882,0.9617335035976523
DCC,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Clinvar(3), DisGenet(10), Diseases(1), HPO(9), OpenTargets(92)",4.55,0.9615309054296309,0.890228628962943,0.9976654451241055,0.925879767196287,0.9615309054296309
IRF6,"Congenital, familial and genetic disorders","Clinvar(5), DisGenet(7), Diseases(3), GWAS(8), HPO(46), OpenTargets(9), PheGenI(3)",4.11,0.6193855750104369,0.9614203973379829,0.9962349241096479,0.7904029861742099,0.9614203973379829
CNGB3,Eye disorders,"Clinvar(2), DisGenet(10), Diseases(4), HPO(30), OpenTargets(12), TTD(1)",3.32,0.9613405859384593,0.2541747501289261,0.9909561976543612,0.6077576680336927,0.9613405859384593
CDSN,Skin and subcutaneous tissue disorders,"Clinvar(2), DisGenet(3), Diseases(2), GWAS(1), HPO(24), OpenTargets(7)",2.56,0.9611011517398885,0.0808305297021193,0.9810810998039529,0.5209658407210039,0.9611011517398885
KDM1A,Nervous system disorders,"DisGenet(1), DrugBank(1), GWAS(1), HPO(22), OpenTargets(2)",1.87,0.3378355148449203,0.9708013064512169,0.9610884429142449,0.6543184106480686,0.9610884429142449
MMP21,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(2), Diseases(2), HPO(18), OpenTargets(4)",1.87,0.9871994793841016,0.2631688809213919,0.9610884429142449,0.6251841801527467,0.9610884429142449
TMEM270,"Congenital, familial and genetic disorders","Diseases(1), HPO(43)",1.87,0.9871994793841016,0.1556752044399695,0.9610884429142449,0.5714373419120355,0.9610884429142449
PRPF4,Eye disorders,"Clinvar(2), DisGenet(1), Diseases(1), HPO(22), OpenTargets(1)",1.87,0.1022322634512905,0.9829571965325017,0.9610884429142449,0.5425947299918961,0.9610884429142449
PDCD10,Nervous system disorders,"Clinvar(3), DisGenet(4), Diseases(3), HPO(11), OpenTargets(6)",1.87,0.07055327717885121,0.9793104295081162,0.9610884429142449,0.5249318533434837,0.9610884429142449
UGT1A4,Metabolism and nutrition disorders,"DisGenet(9), GWAS(9), OpenTargets(9), PheGenI(3)",1.87,0.9734596399891947,0.02973281599174873,0.9610884429142449,0.5015962279904718,0.9610884429142449
KCNH5,Nervous system disorders,"Clinvar(1), Diseases(1), HPO(26), OpenTargets(2)",1.87,0.005224576999582525,0.9678912600378183,0.9610884429142449,0.4865579185187004,0.9610884429142449
SCN1A,Nervous system disorders,"Clinvar(7), DisGenet(29), Diseases(7), DrugBank(5), GWAS(9), HPO(140), OpenTargets(35), PheGenI(3)",6.78,0.8674701014218708,0.9610213403403649,0.9998060310488871,0.9142457208811179,0.9610213403403649
KRT83,Skin and subcutaneous tissue disorders,"Clinvar(1), DisGenet(1), Diseases(3), HPO(22), OpenTargets(3)",2.02,0.9608924142334422,0.0389602416443604,0.9668451642847742,0.4999263279389013,0.9608924142334422
XPO1,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(4), DrugBank(4), OpenTargets(111), TTD(1)",4.41,0.1201836890056728,0.9608187421723435,0.9972913621469592,0.5405012155890081,0.9608187421723435
PHOX2A,Eye disorders,"Clinvar(2), DisGenet(1), Diseases(1), HPO(22), OpenTargets(2)",1.92,0.9291765919304535,0.9606591193732963,0.9635684745034742,0.9449178556518749,0.9606591193732963
GFPT1,Musculoskeletal and connective tissue disorders,"Clinvar(3), DisGenet(2), Diseases(1), GWAS(3), HPO(30), OpenTargets(4)",2.73,0.2178298666535694,0.960567029296923,0.9840010252644559,0.5891984479752461,0.960567029296923
SERPINC1,Vascular disorders,"DisGenet(1), Diseases(1), DrugBank(26), HPO(12), OpenTargets(7), TTD(1)",2.93,0.960505635912674,0.1034785491515434,0.9868863134122602,0.5319920925321088,0.960505635912674
PBRM1,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Clinvar(1), DisGenet(5), Diseases(2), GWAS(1), HPO(2), OpenTargets(157)",5.64,0.1850580781414995,0.9604074064978758,0.9991894868828497,0.5727327423196876,0.9604074064978758
ZBTB20,Musculoskeletal and connective tissue disorders,"DisGenet(4), GWAS(1), HPO(34), OpenTargets(3)",2.37,0.9341555953930405,0.9601986689914295,0.9765262931840696,0.947177132192235,0.9601986689914295
GABRA3,Nervous system disorders,"Clinvar(1), Diseases(1), DrugBank(10), HPO(22)",2.04,0.959940816777584,0.520401021585914,0.9676452862081149,0.7401709191817489,0.959940816777584
SCN2A,Nervous system disorders,"Clinvar(5), DisGenet(36), Diseases(6), DrugBank(6), GWAS(7), HPO(111), OpenTargets(32), PheGenI(1)",6.42,0.9370288057758895,0.9597443579479875,0.9997090465733307,0.9483865818619386,0.9597443579479875
QKI,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(1), OpenTargets(84)",2.93,0.5274980968050883,0.9594128336730434,0.9868863134122602,0.7434554652390659,0.9594128336730434
IGF2BP1,Gastrointestinal disorders,"GWAS(3), OpenTargets(2), PheGenI(2)",0.46,0.9593391616119447,0.989999017705852,0.8038419707245433,0.9746690896588983,0.9593391616119447
FLNC,Cardiac disorders,"Clinvar(1), DisGenet(10), Diseases(1), GWAS(2), HPO(27), OpenTargets(16)",3.25,0.6464661968026325,0.9592409321971465,0.9902773063254661,0.8028535644998895,0.9592409321971465
TMC1,Ear and labyrinth disorders,"Clinvar(6), DisGenet(5), Diseases(1), HPO(3), OpenTargets(11)",1.82,0.9871994793841016,0.9141966061737187,0.9591245072842268,0.9506980427789101,0.9591245072842268
WNT1,Musculoskeletal and connective tissue disorders,"Clinvar(2), DisGenet(3), Diseases(1), HPO(13), OpenTargets(7)",1.82,0.9197465681098205,0.9759215146975762,0.9591245072842268,0.9478340414036983,0.9591245072842268
RS1,Eye disorders,"Clinvar(1), DisGenet(3), Diseases(1), HPO(15), OpenTargets(3), TTD(1)",1.82,0.9871994793841016,0.8938017239262297,0.9591245072842268,0.9405006016551656,0.9591245072842268
DLX3,"Congenital, familial and genetic disorders","Clinvar(3), DisGenet(5), Diseases(1), HPO(12), OpenTargets(5)",1.82,0.8913091525257238,0.9645269025809778,0.9591245072842268,0.9279180275533508,0.9591245072842268
EXOC6B,Musculoskeletal and connective tissue disorders,"Clinvar(1), DisGenet(9), HPO(18), OpenTargets(1)",1.82,0.4312885243486162,0.9789666265563223,0.9591245072842268,0.7051275754524693,0.9591245072842268
HMX1,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(1), Diseases(3), HPO(18), OpenTargets(3)",1.82,0.9871994793841016,0.214011198153287,0.9591245072842268,0.6006053387686943,0.9591245072842268
NAA15,Psychiatric disorders,"Clinvar(1), DisGenet(11), HPO(10), OpenTargets(7)",1.82,0.2063922791679969,0.9710837160187619,0.9591245072842268,0.5887379975933793,0.9591245072842268
PSMD12,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(1), HPO(24), OpenTargets(3)",1.82,0.1406276859605609,0.9627464944377594,0.9591245072842268,0.5516870901991602,0.9591245072842268
C1orf141,Immune system disorders,"DisGenet(18), GWAS(8), OpenTargets(14), PheGenI(2)",2.37,0.9590813093980992,0.02021684143316716,0.9765262931840696,0.4896490754156332,0.9590813093980992
GRM5,Psychiatric disorders,"DisGenet(3), DrugBank(4), GWAS(14), OpenTargets(8)",1.82,0.9588234571842539,0.8793926966430098,0.9591245072842268,0.9191080769136318,0.9588234571842539
DPYSL5,"Congenital, familial and genetic disorders","Clinvar(1), Diseases(1), HPO(50), OpenTargets(1)",2.76,0.9079222023034798,0.9587927604921294,0.9845136574923972,0.9333574813978045,0.9587927604921294
STMN4,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DrugBank(1), GWAS(2)",0.14,0.9587068097541809,0.9586945310773312,0.6008257535347378,0.958700670415756,0.9586945310773312
GRID2,Nervous system disorders,"DisGenet(5), Diseases(1), GWAS(1), HPO(26)",2.0,0.9500380638982343,0.958645416369932,0.9663775605633412,0.9543417401340831,0.958645416369932
GATA2,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Clinvar(2), DisGenet(3), Diseases(1), GWAS(1), HPO(10), OpenTargets(105)",4.88,0.5711426536676407,0.9584857935708848,0.9983096991403019,0.7648142236192628,0.9584857935708848
ACAN,Musculoskeletal and connective tissue disorders,"Clinvar(3), DisGenet(4), Diseases(3), GWAS(2), HPO(34), OpenTargets(6), PheGenI(1)",3.24,0.9581174332653913,0.311976621399278,0.990114510955782,0.6350470273323346,0.9581174332653913
ALDH1A2,Vascular disorders,"Clinvar(1), DisGenet(6), GWAS(74), HPO(4), OpenTargets(6)",4.04,0.6948073475602269,0.9580990152501166,0.9959370432204387,0.8264531814051718,0.9580990152501166
TBX15,"Congenital, familial and genetic disorders","GWAS(5), HPO(27), OpenTargets(1)",1.79,0.7848530242381081,0.9646496893494757,0.9580368956654867,0.8747513567937919,0.9580368956654867
ABCG5,Metabolism and nutrition disorders,"Clinvar(1), DisGenet(1), Diseases(1), GWAS(6), HPO(8), OpenTargets(4), PheGenI(1)",1.79,0.9659205324034282,0.4020100194003094,0.9580368956654867,0.6839652759018688,0.9580368956654867
GRIA1,Psychiatric disorders,"Clinvar(2), DisGenet(1), DrugBank(6), GWAS(7), HPO(19), OpenTargets(8), PheGenI(1), TTD(1)",3.03,0.862429704575035,0.9578718597283956,0.9879669975684606,0.9101507821517153,0.9578718597283956
C9orf72,Nervous system disorders,"Clinvar(2), DisGenet(7), Diseases(3), GWAS(3), HPO(19), OpenTargets(5), PheGenI(2), TTD(1)",2.9,0.4339652759018688,0.9576999582524988,0.9865295490914633,0.6958326170771838,0.9576999582524988
COLEC10,"Congenital, familial and genetic disorders","DisGenet(1), Diseases(1), HPO(25), OpenTargets(1)",1.77,0.9666449743375654,0.6933830210456521,0.9575692919440538,0.8300139976916088,0.9575692919440538
EPHA4,Nervous system disorders,"GWAS(1), HPO(25), OpenTargets(1), PheGenI(1)",1.77,0.4953341027970826,0.9723852557648388,0.9575692919440538,0.7338596792809606,0.9575692919440538
TRIP12,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(9), HPO(15), OpenTargets(3)",1.77,0.2666191891161808,0.9714520763242553,0.9575692919440538,0.6190356327202181,0.9575692919440538
DNM1,Nervous system disorders,"Clinvar(2), DisGenet(8), Diseases(2), GWAS(1), HPO(66), OpenTargets(10)",4.17,0.6589720291741362,0.9573684339775546,0.9965362687301268,0.8081702315758454,0.9573684339775546
EXT1,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Clinvar(2), DisGenet(4), Diseases(2), HPO(6), OpenTargets(96)",4.45,0.5443567201198399,0.9571903931632327,0.997377955428706,0.7507735566415363,0.9571903931632327
TBX20,Cardiac disorders,"Clinvar(2), DisGenet(5), Diseases(2), GWAS(4), HPO(26), OpenTargets(9)",2.93,0.9238660641929226,0.9568957049188379,0.9868863134122602,0.9403808845558803,0.9568957049188379
NPHS2,Renal and urinary disorders,"Clinvar(2), DisGenet(5), Diseases(1), HPO(10), OpenTargets(7)",1.76,0.9634156823260726,0.5409555266324501,0.9567068228578554,0.7521856044792613,0.9567068228578554
DMRT1,Reproductive system and breast disorders,"DisGenet(5), Diseases(1), GWAS(5), HPO(4), OpenTargets(6), PheGenI(2)",1.76,0.9871994793841016,0.4805198791778198,0.9567068228578554,0.7338596792809606,0.9567068228578554
MYMK,"Congenital, familial and genetic disorders","Clinvar(2), DisGenet(1), Diseases(1), HPO(20), OpenTargets(1)",1.76,0.9871994793841016,0.1512917168045971,0.9567068228578554,0.5692455980943494,0.9567068228578554
TRAPPC6B,Nervous system disorders,"Clinvar(1), DisGenet(1), Diseases(1), HPO(21), OpenTargets(1)",1.76,0.04468210505635913,0.9739323690479114,0.9567068228578554,0.5093072370521352,0.9567068228578554
CTRC,Gastrointestinal disorders,"Clinvar(1), DisGenet(4), GWAS(2), HPO(14), OpenTargets(4)",1.76,0.9578411630362712,0.0281243093244272,0.9567068228578554,0.4929827361803492,0.9567068228578554
SIN3A,"Congenital, familial and genetic disorders","DisGenet(4), HPO(43), OpenTargets(3)",2.41,0.1892880823162496,0.9566194346897179,0.9776450783842386,0.5729537585029838,0.9566194346897179
SIN3A,Nervous system disorders,"Clinvar(1), DisGenet(2), HPO(37), OpenTargets(3)",2.41,0.1892880823162496,0.9566194346897179,0.9776450783842386,0.5729537585029838,0.9566194346897179
DCX,Nervous system disorders,"Clinvar(2), DisGenet(3), Diseases(3), HPO(33), OpenTargets(6)",2.74,0.956558041305469,0.858021659585963,0.9842642688409663,0.907289850445716,0.956558041305469
STAG1,Psychiatric disorders,"Clinvar(1), DisGenet(3), GWAS(12), HPO(10), OpenTargets(16), PheGenI(1)",2.73,0.2993909776282508,0.9563370251221729,0.9840010252644559,0.6278640013752118,0.9563370251221729
CACNG2,Psychiatric disorders,"Clinvar(1), DisGenet(2), GWAS(1), HPO(4), OpenTargets(1)",0.75,0.9562510743842244,0.985363817195059,0.869140232624192,0.9708074457896417,0.9562510743842244
PITX3,Eye disorders,"Clinvar(3), DisGenet(4), Diseases(1), HPO(12), OpenTargets(7)",1.87,0.9561835416615505,0.9225645244468456,0.9610884429142449,0.939374033054198,0.9561835416615505
PAX6,Eye disorders,"Clinvar(11), DisGenet(20), Diseases(7), GWAS(1), HPO(60), OpenTargets(32)",5.04,0.9560423368777781,0.7808133395545296,0.9985971888357014,0.8684278382161539,0.9560423368777781
SLC12A6,Nervous system disorders,"Clinvar(2), DisGenet(2), Diseases(4), HPO(48), OpenTargets(4)",3.19,0.4836202450823899,0.955993222170379,0.9896330523092697,0.7198067336263845,0.955993222170379
ECT2L,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(10), OpenTargets(57)",2.51,0.9558520173866064,0.2477775594901893,0.979820301621719,0.6018147884383979,0.9558520173866064
SLC22A12,Metabolism and nutrition disorders,"Clinvar(3), DisGenet(4), DrugBank(3), GWAS(2), HPO(4), OpenTargets(2), PheGenI(1), TTD(1)",1.74,0.9871994793841016,0.3143341273544363,0.9558201076527678,0.650766803369269,0.9558201076527678
FOXE3,Eye disorders,"Clinvar(3), DisGenet(2), Diseases(2), HPO(29), OpenTargets(9)",2.66,0.9556923945875593,0.4375936249109796,0.9829134136457157,0.6966430097492694,0.9556923945875593
PDE4D,Musculoskeletal and connective tissue disorders,"Clinvar(1), DisGenet(3), HPO(38), OpenTargets(2)",2.45,0.6391481054001621,0.9556064438496108,0.9786010682147236,0.7973772746248864,0.9556064438496108
GUCA1A,Eye disorders,"Clinvar(1), DisGenet(5), Diseases(2), HPO(19), OpenTargets(9)",2.29,0.9554959357579628,0.7654588541538764,0.9746939793423067,0.8604773949559196,0.9554959357579628
ZBTB18,Nervous system disorders,"Clinvar(1), DisGenet(5), HPO(16), OpenTargets(5)",1.72,0.5368114731956485,0.9676334078239729,0.9553836775127639,0.7522224405098107,0.9553836775127639
BCL11A,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(2), Diseases(1), GWAS(1), OpenTargets(100), TTD(1)",4.35,0.7553043883991061,0.9553731489894649,0.9971528128961643,0.8553387686942855,0.9553731489894649
GABRB2,Nervous system disorders,"Clinvar(1), DisGenet(1), Diseases(1), DrugBank(5), GWAS(1), HPO(37), OpenTargets(6), TTD(1)",3.35,0.9552749195746666,0.9551644114830186,0.991181340186903,0.9552196655288425,0.9552749195746666
ACTN2,Cardiac disorders,"Clinvar(4), DisGenet(4), Diseases(2), GWAS(1), HPO(18), OpenTargets(9)",2.52,0.797739495591955,0.9549311166228727,0.9801909208675954,0.8763353061074138,0.9549311166228727
ETV1,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Diseases(2), OpenTargets(113)",3.51,0.7165835809533164,0.9547653544854007,0.9924248197127874,0.8356744677193586,0.9547653544854007
F7,Blood and lymphatic system disorders,"Clinvar(1), DisGenet(3), Diseases(1), DrugBank(6), GWAS(1), HPO(3), OpenTargets(5), PheGenI(1), TTD(1)",1.93,0.9546057316863534,0.2316863534785492,0.9642092647884006,0.5931460425824513,0.9546057316863534
CSRP3,Cardiac disorders,"Clinvar(5), DisGenet(4), Diseases(2), HPO(14), OpenTargets(6)",2.07,0.8755494707890278,0.9545504776405295,0.9683588148497086,0.9150499742147786,0.9545504776405295
CHRM1,Psychiatric disorders,"DrugBank(27), GWAS(1), OpenTargets(3)",1.71,0.8574138650818988,0.9673325802411532,0.9544692524575173,0.912373222661526,0.9544692524575173
MYO1H,Nervous system disorders,"Clinvar(2), DisGenet(1), GWAS(4), HPO(13), OpenTargets(4)",1.71,0.9871994793841016,0.6421993565973331,0.9544692524575173,0.8146994179907173,0.9544692524575173
LHX3,Endocrine disorders,"Clinvar(2), DisGenet(1), Diseases(1), HPO(18), OpenTargets(2)",1.71,0.9871994793841016,0.6202389430514967,0.9544692524575173,0.8037192112177991,0.9544692524575173
IFITM5,Musculoskeletal and connective tissue disorders,"Clinvar(2), DisGenet(2), Diseases(4), HPO(12), OpenTargets(4)",1.71,0.968756906755728,0.4210051324869232,0.9544692524575173,0.6948810196213256,0.9544692524575173
CCR3,Immune system disorders,"DisGenet(13), GWAS(7), OpenTargets(2), PheGenI(1), TTD(1)",1.71,0.9871994793841016,0.1956238795707375,0.9544692524575173,0.5914116794774196,0.9544692524575173
EEF2,Nervous system disorders,"Clinvar(1), DisGenet(1), Diseases(2), HPO(18), OpenTargets(2)",1.71,0.03281476388104418,0.9561467056310012,0.9544692524575173,0.4944807347560227,0.9544692524575173
HLF,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Diseases(1), OpenTargets(65)",2.48,0.4998219591856782,0.9544399695488814,0.9794496823758425,0.7271309643672799,0.9544399695488814
TRPC7,Nervous system disorders,"DisGenet(1), GWAS(2), OpenTargets(2)",0.33,0.9543356007956583,0.9628692812062573,0.755706497267116,0.9586024410009577,0.9543356007956583
PDE6D,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(6), Diseases(2), HPO(45), OpenTargets(3)",3.09,0.4883413963311314,0.9542680680729845,0.9887047723289436,0.7213047322020579,0.9542680680729845
RP1,Eye disorders,"Clinvar(2), DisGenet(3), Diseases(1), HPO(23), OpenTargets(6)",2.25,0.9542250927040102,0.06604700277498096,0.9737414532430916,0.5101360477394956,0.9542250927040102
